,Temperature,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11
,84.9,4707.71671713519,4728.57178635758,4748.47781387473,4785.57517657785,4830.10172177404,5079.87311950328,5371.27683615071,4883.07241032347,4841.11555891745,4755.15627669054,4815.1931128233,4399.51411088943,5223.9336952389,5122.77287060597,4793.68631102544,4901.64425264697,4869.30445245009,5034.94113192181,5005.36622225678,4981.17983603558,5037.13143442247,5205.21450225475,5305.2317841389,4980.82697085674,4555.10995440018,4568.14200767412,4419.32322914524,4473.37059902209,4455.74085453104,4651.09126441594,4760.8019336682,4614.71417689866,4681.36888556296,4742.31142244292,4672.69989041075,4561.53619107572,4604.83579947526,4628.70778023579,4634.95029691353,4555.21940240764,4701.00472849449,4827.36221749325,4895.41241245882,5016.19305522574,4795.02709535432,4941.17172862899,4610.28556292021,4621.14342405434,4681.55982360527,4567.47374614694,4389.0884687585,4417.84097659097,4515.56336287637,4627.96849133832,4717.51206862242,4675.48946503884,4649.56994538728,4638.11746750621,4675.60532068493,4935.81099527826,4986.88622944904,4697.02381209153,4707.89685874077,4552.95137288976,4617.69040876355,4941.66471924584,4854.06741352958,4771.84118412225,4818.52448747545,4899.22986145582,4756.27134873186,4889.6431715313,4869.56369975322,4504.34412642683,4471.92285437858,4543.30020169268,4663.27900832187,4766.15362647006,4633.14601410841,4736.21273762656,4772.1196391383,4671.15088148147,4717.10435287131,4635.32982465446,4680.37797041129,4677.26351258909,4792.71315196332,4938.19624932426,4885.70822209811,5146.4145939722,4989.2043743847,5008.67810744378,4777.77063017022
,85,4704.88865767105,4725.23628699769,4745.17791045957,4782.63950397094,4827.26868671834,5076.45871169918,5366.74416056169,4879.91922753804,4838.07751019334,4751.83264075245,4812.17113092839,4396.04839141609,5222.12223438107,5120.15434933202,4791.6617824072,4898.99250244553,4866.41175698508,5032.42933510606,5002.39027374346,4978.0754236929,5033.55133862147,5201.27677745367,5301.51871183482,4977.58973066156,4553.46088051656,4566.29900167545,4417.56303744172,4470.89020467203,4454.09445402719,4648.56197656553,4757.26982281063,4611.97971066035,4678.77372687792,4738.26637210316,4670.69551387914,4559.97730558087,4602.28202940558,4626.12816913817,4633.40253071016,4553.03257776546,4699.44862231656,4824.07500859726,4892.4685636906,5011.6789300479,4792.15654618778,4937.51139379586,4608.58933566752,4619.36619530424,4680.38357658449,4565.05676005184,4387.24815868676,4416.5782195715,4513.90561448996,4626.17912832451,4714.43873679854,4672.58387456672,4647.57098706304,4634.88655733908,4673.07694497688,4932.23109157649,4985.82252919884,4694.71359248584,4705.83345053989,4551.09170439189,4616.12962417795,4939.20540633144,4851.97147224482,4769.71748067521,4816.41004211054,4897.22936731907,4755.06051818404,4888.22781213498,4867.96144937253,4502.5162493459,4470.49060352937,4541.47620760671,4661.12295887857,4764.31565155304,4630.69500055572,4733.80846681047,4769.04073598308,4669.55455286422,4718.84938364955,4633.38765324688,4678.66866822144,4675.55747399091,4791.03318693261,4935.85099326601,4883.53293803078,5143.63045452002,4986.64607648845,5005.22952125493,4776.07858224563
,85.1,4702.05179578211,4721.66830022177,4741.46593473179,4779.70715597892,4824.46418874282,5073.28242157606,5362.54458786753,4876.54671549045,4835.02602799207,4748.38311608187,4809.3682851107,4391.06144099134,5220.00575920559,5117.04494508557,4789.58179051811,4896.43388939487,4863.2703593876,5029.70762031603,4999.65866585156,4974.74014870917,5029.93523226085,5197.54722690904,5297.91925993583,4974.3977946789,4552.00422860165,4564.15683555532,4415.67848389256,4468.9382575396,4451.9629679094,4645.77231842613,4753.82506583273,4609.1398516398,4675.99228419409,4734.26199374308,4668.97745567415,4558.2767353983,4599.67801478114,4623.67632048822,4631.8953261136,4550.98134203845,4697.85270881401,4820.54272814927,4889.56592633769,5007.26523695417,4789.01936111702,4933.66895889143,4606.53774797517,4617.55390591736,4678.91763155533,4561.89262353973,4385.74616922447,4415.3412840646,4512.01632620854,4624.24712239179,4711.591398154,4669.54560329646,4645.34800202927,4631.69251780557,4670.69628135561,4928.76794785265,4984.66704477308,4692.62678857223,4703.75337481406,4549.17333474397,4614.54855369158,4936.91796912311,4849.65880078678,4767.28620902376,4814.00587496282,4895.33243799769,4753.52790085465,4886.9260197813,4866.83675700519,4500.70533522504,4469.12677687636,4539.29210610593,4659.14822780633,4761.91907131934,4628.60025803761,4731.57914359587,4766.23138528419,4667.75142299088,4721.66013227293,4631.47869141544,4676.85238137293,4673.66399698309,4789.6085500197,4933.54418998031,4881.12205212155,5141.03390814199,4984.36054206562,5002.1796654992,4774.44917399261
,85.2,4699.36821045915,4718.30663762415,4737.74862492237,4776.97119003507,4821.94996956083,5070.42693871047,5358.69050218699,4873.12101033707,4832.14719433044,4744.790643421,4806.71033934555,4383.25907047508,5217.96113165129,5113.66869189345,4787.32629334103,4893.79484038778,4860.1667444477,5026.7746823132,4997.05196887972,4970.99672188601,5026.55640827533,5193.96411108894,5294.43729533582,4970.79611038755,4550.49862364564,4561.53352753594,4413.5816546125,4467.37428000564,4450.1412777995,4643.17790487094,4750.58667155198,4606.25105421493,4673.22545553122,4730.4177406012,4667.8159669142,4556.63808626964,4597.33965926668,4621.57827838297,4630.69578369083,4548.67166117789,4696.6101705377,4816.93476899062,4886.46523000182,5003.21061822333,4785.8427456187,4929.75299371968,4604.43668821262,4615.92592945365,4676.98262177621,4559.16423606914,4384.3354962379,4413.71933567458,4510.15795198259,4622.52307158347,4708.94465580156,4666.32245159036,4643.07079017366,4628.88494791611,4668.56285944876,4925.24486027649,4983.33764066934,4690.53357617706,4701.78617546549,4547.96488092054,4612.92014200678,4934.87359790142,4847.10917092404,4764.93679875825,4811.46559198941,4893.59662089762,4751.70317269328,4885.44502665677,4865.4378040259,4498.91635060472,4467.68244551487,4537.81166288849,4657.2805304775,4759.48614495001,4626.41458796075,4729.46999863446,4763.915569787,4665.27134104033,4724.46340833549,4629.99136870063,4675.44193709188,4672.12705806976,4788.26890022693,4931.20516875,4878.68111421513,5138.48452168148,4982.256638352,4999.45952104954,4772.91941201002
,85.3,4696.29081517385,4715.07995282587,4734.35587745499,4774.00265651339,4819.31974935715,5067.14246029509,5355.06643843074,4869.67535910854,4829.11986311702,4741.16677056222,4803.95103622251,4373.2459014438,5215.79316910492,5110.40381604592,4785.13331522687,4890.93161304102,4856.76227595243,5023.97722161408,4994.42741623526,4967.41665998051,5023.15349969641,5190.51914148979,5291.12553071584,4967.05523027882,4548.97200191428,4558.78203583019,4411.72698779131,4465.68117810437,4448.12956390039,4640.87386024392,4747.88396957813,4603.46998174793,4670.41141464325,4726.74469770924,4666.88615318874,4555.00421115342,4595.15782500268,4619.62313216756,4629.20743071613,4546.29847059243,4695.08617071204,4813.37462478356,4883.25642623517,4999.19176821343,4782.71025176149,4925.96894581098,4602.28529679687,4614.52069941815,4675.14322330695,4556.51260174946,4383.00829707356,4411.70464140803,4508.40724457762,4620.38416465968,4706.13775273723,4663.47851656356,4640.63071316006,4626.13987331832,4666.60170634221,4921.32842768572,4981.85174540755,4688.47139159539,4700.01643903756,4546.84201989571,4611.41511530952,4932.57146991436,4844.4813409532,4762.59848825339,4808.8602682934,4891.53884799252,4749.63010648431,4883.84585910844,4863.67232644122,4497.12056499527,4466.32322216985,4536.39432054918,4655.48689208163,4757.25752599019,4624.05611177032,4727.14339577531,4761.78936393906,4662.72296876399,4726.38809092315,4628.25834087889,4674.06725747539,4670.4430975022,4786.7212717689,4929.53570089585,4876.53529738841,5136.04545192235,4980.21419152007,4996.76354110062,4771.45062115114
,85.4,4693.11918281789,4711.69288288755,4731.06738267578,4770.81799409067,4816.85318392049,5063.84411575624,5351.56557430107,4866.52674819821,4826.28718625958,4738.25793350385,4801.25612671893,4361.79150640219,5213.57982273959,5107.25903472089,4783.15117707637,4888.31127874317,4853.26989018691,5021.19900937483,4991.95600222732,4963.95452228283,5019.79071137084,5186.9862906353,5287.85818759472,4963.8256791968,4547.40677538767,4556.02293338189,4409.99439470973,4464.39107637381,4446.18898025351,4638.78540647629,4745.0014696975,4600.56213944409,4667.46157676874,4723.30090795723,4666.05009590631,4553.23355691061,4593.1584941019,4617.73547438554,4627.32970038806,4544.07724225664,4693.4159192292,4809.82731917633,4880.15248298404,4995.61382092823,4779.52174023436,4922.28177318398,4600.15730289445,4613.12467306521,4673.48263221407,4554.42578634019,4381.64201896452,4409.75528499883,4506.59325678084,4617.72561952828,4703.32534474941,4660.49729268945,4638.43714869598,4623.80578875704,4664.9527262839,4917.74152650002,4980.13039261553,4686.52971662116,4698.34937905242,4545.92526697811,4610.06527812483,4930.51803912889,4842.10856147441,4760.11341517321,4806.40855898354,4889.25030544237,4747.4427966048,4882.37404711863,4861.94546539738,4495.19588395786,4464.99949948683,4534.71153619461,4653.87306117095,4755.03393066168,4622.01087849418,4724.4116367715,4759.56623072961,4660.67897746657,4727.10149526654,4626.38009687711,4672.90444326728,4669.18165295812,4785.1360672297,4927.70267516034,4874.56088337312,5133.71493754634,4978.57843207572,4994.68958436809,4769.37240969209
,85.5,4690.12197164989,4708.37256011648,4727.65553344589,4767.52674663296,4814.24333477367,5060.47539420318,5347.49752872032,4863.76262139572,4823.36897191345,4735.35974391657,4798.52024888008,4350.75312069231,5211.37124318935,5103.76295022198,4781.06609376851,4885.65730819752,4849.91727604611,5018.51006413611,4989.61546063337,4960.38578654485,5016.49257339691,5182.86638928808,5284.44962740212,4960.52001741848,4545.48185783604,4553.60839090761,4408.40208205213,4463.43860697636,4444.28616701955,4636.7484335651,4742.3006790569,4598.09325661766,4664.89249218813,4720.15749585797,4665.26079237486,4551.68407340541,4591.04049023623,4615.73911886652,4625.4404713492,4542.12595412718,4691.43118708866,4806.38139637278,4876.96722033966,4992.5546714981,4776.76081076384,4919.15237994426,4597.82186052408,4611.94502371775,4671.86672802743,4552.15209387946,4380.30673903407,4408.08953989474,4505.14849854654,4614.86392139781,4700.53289268901,4657.92094633181,4635.94749410792,4621.66707097811,4663.42298127127,4914.20508220276,4978.33715395535,4685.03137970076,4696.79523543729,4544.67032096556,4608.60991797187,4928.12381373068,4839.8308931689,4757.40778999648,4803.77299182635,4886.77540794996,4745.51699206807,4880.57345937942,4860.11356910889,4493.84625529277,4463.44533603565,4533.12120919949,4651.99668219495,4752.97369074774,4620.04863139469,4721.8652031114,4757.6908169399,4658.86090498506,4726.62699518001,4624.74661338993,4671.60462763714,4668.26726488167,4783.78506864289,4925.95429410612,4872.74719800454,5131.5268343188,4976.98419437904,4992.83780248947,4767.54899045027
,85.6,4686.96584924007,4705.42321673864,4724.71705638228,4764.38690124276,4811.36266322795,5057.16090691026,5343.69804314201,4861.47502398037,4820.57280834045,4732.65292809933,4795.76193039639,4341.50842593672,5209.03790279581,5100.3111299936,4779.04833393641,4882.57868738729,4846.81634496375,5016.14426460788,4987.0067283601,4957.20315281735,5013.28389442792,5178.77493922895,5281.44347789399,4957.22501913253,4543.56177507659,4551.35835563014,4406.85623666701,4461.82783763107,4442.90447267575,4634.87399730016,4739.37895959964,4595.77319490838,4662.60873892718,4717.13188086131,4664.45387861652,4550.01926131858,4589.16322367452,4613.70199602129,4623.43752622432,4539.94857311649,4689.62892507665,4803.40513267575,4873.62457089533,4989.40967396001,4774.16180922378,4916.30470007869,4595.86415799633,4610.42636229877,4670.46260464595,4550.70519482855,4378.56364920982,4406.50960673439,4504.01438068614,4612.24814168537,4697.47328493119,4655.30748263151,4633.69956900575,4619.43930131184,4661.73163498366,4911.00438347079,4976.32507288125,4683.71543743908,4695.55847850271,4543.40615427407,4607.07909524905,4925.69148697169,4837.95458133883,4755.01796215883,4800.96168152289,4884.18255324573,4743.93162626407,4878.56085356795,4857.70730031789,4492.57298751604,4461.82209258006,4531.80094979129,4650.21715167975,4751.28812298626,4617.96316336112,4719.17301462854,4755.74580534002,4657.4600012078,4725.56180102957,4622.900160255,4670.3989888656,4667.29645336047,4782.20584493149,4924.39152694336,4870.94205291307,5129.57579877662,4975.10178058961,4990.95944956271,4765.59706565642
,85.7,4683.64272187663,4702.41354044187,4721.98870352556,4761.07634599705,4808.39227034733,5053.23468919176,5339.757321654,4859.03466900205,4817.94004924685,4730.13524731353,4793.4169241087,4334.92111826925,5206.43522032607,5096.98115609973,4777.20446063628,4879.38617004626,4843.42449218356,5013.97284456295,4984.42849299812,4954.67330399097,5009.58742802582,5174.54329099165,5278.36287665901,4954.42476588298,4541.37020134697,4549.34942313123,4405.56467786205,4460.01597947886,4441.25806028094,4632.73861457174,4736.23931437682,4593.33184665185,4660.52508288144,4714.19297412897,4663.14285450634,4548.19058720925,4587.34000162274,4611.56412949898,4621.08378303463,4538.12200276089,4687.80569956607,4800.23454848529,4870.6679829355,4985.80209017761,4771.74507578064,4913.65972088696,4593.96319667246,4608.73177829316,4669.59683924513,4548.6228895901,4376.76699660449,4404.98424935912,4502.94171108139,4609.49894314888,4694.52551560392,4653.24540829097,4631.4732902414,4616.96578304555,4660.27926877443,4907.96018359506,4974.59656442862,4682.46199952901,4694.01136915381,4541.78021514388,4605.22692909839,4923.28756303682,4836.16555227889,4752.63389767888,4798.33682967173,4881.30772486871,4742.53536319078,4876.61285973611,4855.44131990124,4491.39376976503,4460.05449192332,4530.27374216311,4648.21817964605,4749.35946015126,4615.76171955194,4716.37327160851,4753.37603143345,4656.41669428077,4724.14998499953,4620.92818633002,4668.82894551098,4666.11343539515,4780.57250821699,4922.71433991649,4869.0629057463,5127.60540639443,4973.02660447895,4988.88841534479,4763.68558297429
,85.8,4680.20545071208,4699.4688380598,4719.28540951063,4758.22398944005,4805.35390501307,5049.75096906111,5335.96815744568,4856.26805049176,4815.58641336188,4727.31064653385,4791.25767589729,4330.75030956982,5203.72141343951,5093.63520614994,4774.96809854787,4876.4575089983,4840.28396216909,5011.57488669883,4981.76029338732,4952.70934312386,5005.8980298945,5169.94387287251,5275.02315439629,4952.083324745,4539.28398249071,4547.68380504734,4404.03289646549,4458.33935194857,4439.76370045686,4630.55472182388,4732.40889395708,4590.42134884173,4658.37027831298,4710.94455949925,4661.32687919952,4546.25141555401,4585.4272933171,4609.39234999234,4619.03541045186,4536.08358873722,4686.33726225294,4797.32948632906,4867.44595704418,4981.82403580764,4769.31495659354,4910.96459333708,4592.08719945117,4606.41937396908,4668.78125974796,4546.57975414748,4374.93340321156,4403.71543861191,4501.45083566836,4607.0504286882,4691.57126403912,4651.03452019267,4629.71580802189,4614.52307926635,4659.04667323818,4905.36167069989,4972.98813316674,4681.23770376461,4692.57959207611,4540.25330200046,4603.355190329,4921.27618710757,4834.4062888339,4750.33358377436,4795.57677204619,4878.35763695565,4741.52593359415,4874.88786093369,4853.90503745504,4490.30678308638,4458.31863509513,4528.70221233252,4645.91970103441,4747.36864201795,4614.04902639908,4713.61219722913,4750.78699387908,4655.39683818943,4723.04089583989,4619.12189517782,4667.27545749736,4665.00582457639,4779.07126531342,4920.5958328974,4867.01870006534,5125.7938272519,4971.10662425526,4986.81717627336,4762.16617439078
,85.9,4676.78795266699,4697.09998445619,4716.65071514594,4755.65762052067,4802.3404604522,5046.08899543814,5331.84693911518,4853.35151426839,4812.59396365502,4724.29044333255,4788.89390603432,4328.39271498701,5200.56836376719,5089.95868249124,4772.33134074537,4873.13009194851,4836.98410904519,5008.80061696962,4978.95376185007,4950.37706990384,5002.44109263161,5165.31378650221,5271.5335445825,4949.24268032499,4536.95125430627,4545.87145649776,4402.58912627709,4456.56589057648,4438.16197216451,4628.04710555623,4728.83295724256,4587.68182731443,4656.0982076356,4707.41812992653,4659.03700122288,4544.72902201365,4583.18827883227,4607.49285124555,4617.56338418115,4534.10171278595,4684.71319709786,4794.20946924083,4864.05090033298,4977.64834242334,4767.00075225198,4908.06026788992,4590.18682749666,4603.70549515997,4667.7816472506,4544.20032289251,4373.20618110421,4402.27949213144,4499.99123907717,4605.11319723126,4688.66457266443,4649.01083953442,4627.55693975127,4611.87482675289,4657.46986578763,4902.69313449627,4971.09795803287,4679.95172543204,4691.19588103923,4538.49037469762,4601.45748639858,4918.97201710255,4832.63313777757,4748.02573198598,4792.89993778294,4875.5354415627,4740.61031088134,4873.2381972572,4852.12274564771,4489.3986547062,4456.36881007355,4527.39989029425,4643.44622013354,4745.28727902136,4611.85721596524,4711.2946426875,4748.24660158748,4654.01389700476,4721.85067336496,4617.53179684041,4665.65086837336,4663.90796034379,4777.82977490077,4918.4938994371,4864.63875523865,5124.07909684803,4968.75844362333,4984.40283872284,4761.07874301653
,86,4673.29118364326,4694.82829475826,4714.37416306916,4753.03096230956,4799.40574426328,5042.84039721129,5328.43165391238,4850.28533442927,4809.54274442127,4721.54902962189,4786.68568128908,4327.03242476782,5197.31140705631,5086.63670706555,4769.67258078057,4869.96030951458,4833.97576240708,5005.7176110907,4975.71814048653,4948.18450740466,4999.18905071761,5160.79611261888,5267.80976433359,4946.91728437325,4534.52979919284,4544.23086861659,4401.13380506735,4454.4684551181,4436.31093462647,4625.52794893152,4725.07645631997,4584.4471843276,4653.55048284193,4703.90440820675,4656.59062902529,4543.07058839034,4581.04016830186,4605.44894998934,4615.88712019875,4532.11727077582,4683.22089522594,4791.2628333496,4860.81443879863,4972.78325683847,4764.31838730686,4905.16332547187,4588.13947929868,4600.65607062075,4666.49583514513,4542.14383165149,4371.01795458696,4400.41292174746,4498.46490065642,4603.21644133562,4685.89448767938,4646.6983873231,4625.67638836146,4608.99241709871,4656.06166573322,4900.12601279236,4969.2917835809,4678.09013872432,4689.80170859426,4537.14389899249,4599.88904449599,4917.10843369918,4830.84269303745,4745.98212749764,4790.26940714339,4872.97797523432,4739.4174591496,4871.93887095469,4850.62351332186,4488.23108179165,4454.83068105511,4526.13958886834,4641.37031753649,4743.07680161219,4609.45018087717,4708.8343390749,4745.4987586615,4653.09882508187,4720.89099454984,4616.10498466812,4663.98589142225,4662.49188192201,4776.34781195403,4916.18662338376,4862.0771248403,5122.42632685549,4966.56210016438,4981.60836012592,4759.68883817859
,86.1,4669.98904161899,4692.35362081536,4712.09103319526,4750.47238176801,4796.97915202918,5039.42246039243,5324.54243041659,4846.92269557623,4806.44502127868,4718.56788186703,4784.22259715786,4325.77325662026,5193.94806487744,5083.53981344663,4766.92019332147,4867.09803302121,4830.84327145411,5002.35604981759,4972.85677407063,4945.62523893062,4996.10536313898,5156.26673185717,5263.8410546466,4944.49457597102,4532.12129436284,4542.59169779323,4399.5490658435,4452.79927272287,4434.10420708208,4622.83315349448,4721.61854004821,4581.1425239066,4650.76472063647,4700.36742313191,4653.94338812228,4541.67079679707,4578.68069101248,4603.51247372516,4614.16333983909,4530.38360736066,4681.43790177561,4787.95838316095,4857.80930635154,4967.95311276917,4761.76811626153,4902.27344281455,4585.8797683105,4597.7560350433,4664.76602910133,4539.59765878623,4369.14041902634,4398.17593863031,4496.53501277795,4601.16141748929,4683.25970742792,4644.77432629057,4623.62237124206,4606.30041565517,4655.06815287758,4897.38221994926,4967.56259654883,4675.73414925673,4688.04125277906,4535.67741155035,4598.25891605713,4915.31807952977,4828.75478896782,4744.13101158919,4787.85237526479,4870.56202715834,4737.99071478113,4870.79531742319,4849.85761671786,4487.22290326631,4453.38518683268,4524.82761228564,4639.0478519385,4740.67591882945,4607.14425998063,4706.46520893883,4742.77218689089,4651.77919738583,4719.31146169872,4614.70256383618,4662.31074322764,4661.3317307387,4774.8787312684,4913.48258214908,4859.7614967775,5120.72703439571,4964.72259942823,4978.7642806693,4758.21835331121
,86.2,4666.9399979665,4689.78332168542,4709.83456936747,4747.9432393311,4794.64909725026,5036.39037556153,5320.41785028917,4843.98272423831,4803.06262773992,4715.62918338028,4781.3062345018,4324.36226764075,5190.58613641683,5080.37828498428,4764.07320981032,4864.58275608221,4828.18278059218,4999.03904552015,4969.7390328265,4942.35854424964,4993.38496433835,5151.7278129538,5259.97617645776,4941.91005848056,4530.18011361162,4541.14151093865,4397.749421385,4451.34484977086,4432.12855220135,4620.37516474414,4718.56699862838,4578.06887463789,4647.56247827992,4696.91385529853,4651.43106676863,4540.68946907976,4576.03712821989,4601.71195113533,4612.47313143481,4528.39304392249,4679.70572812531,4785.03354963016,4854.63234446871,4963.47266206905,4759.05389882016,4899.41287165993,4583.66728955982,4594.96152393003,4662.73831497503,4537.32296251988,4367.15468173032,4395.76042003004,4494.41707870745,4599.3216651816,4680.49464630493,4642.72999398316,4621.53148129302,4603.64407922098,4653.9085832554,4894.9639604459,4965.45886620186,4673.4947267641,4686.46815457805,4534.40100104185,4596.94794541209,4913.22986213167,4826.65463388865,4742.25198996256,4785.41426924221,4868.3975651842,4736.61480227294,4869.92527178318,4849.10210689386,4486.149579007,4452.31819788384,4523.37176016563,4636.87016900039,4738.47821229764,4605.05400052135,4704.26396786849,4740.2324465322,4650.27729181766,4717.71457334123,4613.32105829464,4660.56196113086,4660.03661457735,4773.53932061884,4910.84568942153,4857.57021622878,5119.03443295589,4963.07941823946,4976.04609755276,4756.71575983064
,86.3,4663.96175018713,4687.08684939118,4707.05653067943,4744.97030401811,4792.44499107446,5033.03675021934,5316.26271036462,4841.30879886222,4799.47008842881,4713.07061246864,4778.23008211755,4322.80424617025,5187.15436183575,5076.99979134323,4761.54378818025,4861.55754791667,4825.69701160446,4996.00444356246,4966.63267487314,4938.26154416103,4990.55638077691,5147.73491410264,5256.6168678012,4938.91792908026,4528.39474460273,4539.42964530206,4395.96176567126,4449.79217228424,4430.13440395431,4617.81151679247,4716.03893443951,4575.72292073206,4644.2357608848,4693.7926186237,4649.31201404337,4539.93012995689,4573.31996825246,4600.0825933286,4610.62586888451,4526.8650422303,4678.16091973729,4782.04559685078,4851.84131191368,4959.45062379041,4756.54182066776,4896.47348044357,4581.23677546922,4592.43107318098,4660.66007608937,4534.85121515248,4365.30172745186,4393.24873149844,4492.72068668264,4597.56529268372,4677.84029689823,4640.60522145671,4619.04139548256,4601.01126591296,4652.71691969554,4892.56389630277,4963.27937041127,4671.18173125606,4684.74842181203,4532.70750535908,4595.50077662299,4911.05802907638,4824.61367088293,4740.25843890883,4783.5609991716,4866.60524700167,4734.90895607468,4869.06455516557,4847.79612414111,4484.74631838775,4451.23962639743,4521.79658384046,4634.92968573977,4736.44892289327,4602.34498899528,4702.27638214367,4737.8916852426,4648.69808992739,4716.02204150719,4611.93112661004,4659.06514878629,4658.63848062236,4772.31274129381,4908.5384501242,4855.53688696009,5117.16533778882,4961.33740032097,4973.65446726657,4754.99455736867
,86.4,4660.75038992691,4684.01288725872,4704.0107968795,4741.77583139299,4790.23680881395,5029.80870854959,5312.55856043555,4838.95948048145,4796.46263811434,4710.17080427578,4775.07998957041,4321.21159780027,5184.37428887363,5073.86814173557,4759.25916626012,4858.67413275938,4823.38357326032,4993.25665693551,4963.52579769263,4934.79887162526,4987.46106453326,5144.06497047394,5253.73122432997,4935.76258376055,4527.02115426194,4537.93896169743,4394.04611042254,4447.93605791194,4428.16560184751,4615.26790799958,4713.40425430309,4573.20741696905,4640.9478848379,4690.96238335849,4647.50756958366,4538.6661325008,4571.02345889974,4598.2543026412,4608.54815401744,4525.3786040736,4676.88817258234,4779.59014976717,4849.30081828573,4955.44067107914,4754.08750229821,4893.61866469206,4578.94862683995,4590.35342171333,4658.36712024683,4532.21049174569,4363.31810785754,4390.99806122695,4490.94245060811,4595.6398783433,4675.21757171235,4638.48163182905,4616.70048213456,4598.52706127701,4651.91233023602,4890.26408298633,4961.5410141003,4668.8588616886,4682.83495148867,4531.20209547159,4594.02582489836,4908.99866275919,4822.61367439101,4738.41876053214,4781.5292641397,4864.61548230187,4733.17687602738,4868.07574432458,4846.49176644039,4483.16874656938,4450.40215287497,4520.24874088833,4632.95398319722,4734.38126671422,4600.01727930772,4699.98267934574,4735.6502140885,4647.0664594296,4714.47552191598,4610.50440579206,4657.70012197301,4656.96203395284,4770.58469669164,4906.37566578295,4854.04179067938,5115.39238204767,4959.92677233495,4971.44347708975,4753.45925783494
,86.5,4657.3618894171,4680.82060180641,4700.76582605575,4738.68035302627,4787.88716763653,5026.24171955494,5308.59520756312,4836.55898917891,4793.65868321329,4707.09128651143,4771.61878669037,4319.52526207961,5181.54300259775,5070.74360519046,4756.9874602223,4855.53210291821,4820.43240673092,4990.61052738356,4960.7490400652,4931.13748618079,4984.01414080259,5140.30558607865,5250.90995106349,4932.24090727662,4525.80067837733,4535.8320669077,4391.96907246654,4446.34814102632,4426.49006369144,4612.62225085726,4711.00720040006,4570.76785036219,4637.71757878588,4687.94650498885,4645.67250991472,4537.34314543745,4568.76344574518,4596.70050395859,4606.60830592802,4523.94494982424,4675.45404574771,4776.84195265662,4846.71916274313,4951.81126887377,4751.70499565132,4890.69688053423,4577.10130403685,4588.53445501242,4656.53447152175,4529.3280341671,4361.66719967142,4389.12741189725,4489.2102759869,4593.83816655975,4672.49064978102,4636.36256901753,4614.15721646252,4596.47116074161,4650.98612588061,4887.73667842553,4959.737371406,4667.21373449874,4680.83564851177,4529.45597221811,4592.20672384532,4906.60246572818,4820.65914392353,4736.5473254959,4779.75665169682,4862.39125304748,4731.61314327049,4867.20532206288,4844.87633711033,4481.41037374511,4449.32710728155,4518.84768137541,4630.85885474178,4732.41945141305,4597.82738270483,4697.65620171277,4733.24265994494,4644.84437920733,4712.9119695727,4608.75140784232,4656.55803001305,4655.2071832716,4768.98668954265,4904.55037413905,4852.6851175582,5113.6659051446,4958.50430713556,4969.69855569811,4752.26137918433
,86.6,4653.93587658757,4677.62551340492,4697.36575813674,4735.37671840282,4785.30781156619,5022.91767359321,5304.90524411418,4834.11520945654,4790.95226312997,4704.40804716938,4768.31646820685,4317.72206769153,5178.85390152949,5067.71918705222,4754.85829592605,4852.3987296699,4817.46102335772,4988.08862228215,4957.83439877149,4927.83449539844,4980.32073025341,5136.45408869643,5248.26861122533,4928.84023824442,4524.48381831605,4533.91967988732,4390.04460041228,4444.49429731956,4424.75333657865,4610.19902596909,4708.42512001474,4568.4041537975,4634.58517472021,4685.0369491294,4643.88968266792,4535.55785390719,4566.63818630622,4595.10864721748,4604.74220010946,4522.25685683358,4674.16361925631,4774.36084664105,4844.04754575347,4948.34129214782,4749.33961014352,4887.79484434482,4575.11931955398,4586.72320886715,4654.98306306066,4526.98829766026,4359.94195076441,4387.59258799226,4487.91367933608,4592.02153299843,4669.83383768246,4633.6950240753,4611.62255367881,4594.10153699382,4649.74504582586,4885.18280245003,4958.09727622288,4666.27831420113,4679.05875262441,4527.81308452843,4590.6745963806,4904.03120481518,4818.81258670951,4734.0187557451,4778.05416873323,4860.35428142774,4730.09957539927,4866.35721713471,4842.68466797767,4479.61337951548,4448.09225967823,4517.58242918893,4629.03081493256,4730.66482905094,4595.78528936256,4695.50590802653,4730.92990164991,4642.97333139333,4711.79502169532,4607.3904729665,4655.33532337419,4653.34029618791,4767.52078849814,4903.16333853537,4851.11351839662,5111.75645789451,4956.89989036975,4967.88516857515,4751.10996610018
