Experiment,date started,generation,f1_sucrose,tube,replicate,p_sucrose,condition,Time_1,Time_2,Time_3,spore_volume,spore_diam,mean_colonies,growth_measured,efficiency,Operator
Exp1,23.11.20,F2,1.5,1,1,1.5,C1,25,26,48,74.79,4.96,50.66667,27.11.20,n,Mariana
Exp1,23.11.20,F2,1.5,1,2,1.5,C1,22.5,35,46,74.79,4.96,50.66667,27.11.20,n,Mariana
Exp1,23.11.20,F2,1.5,1,3,1.5,C1,22.5,35.5,47,74.79,4.96,50.66667,27.11.20,n,Mariana
Exp1,23.11.20,F2,1.5,2,1,1.5,C1,27,41,50,82.88,5.1,26,27.11.20,n,Mariana
Exp1,23.11.20,F2,1.5,2,2,1.5,C1,26,32.5,48.5,82.88,5.1,26,27.11.20,n,Mariana
Exp1,23.11.20,F2,1.5,2,3,1.5,C1,25,39,48,82.88,5.1,26,27.11.20,n,Mariana
Exp1,23.11.20,F2,1.5,3,1,1.5,C1,25,34,42.5,80.49,5.03,41.66667,27.11.20,n,Mariana
Exp1,23.11.20,F2,1.5,3,2,1.5,C1,23.5,36.5,46,80.49,5.03,41.66667,27.11.20,n,Mariana
Exp1,23.11.20,F2,1.5,3,3,1.5,C1,25,38,49.5,80.49,5.03,41.66667,27.11.20,n,Mariana
Exp1,23.11.20,F2,1.5,3,4,1.5,C1,23,37,46,80.49,5.03,41.66667,27.11.20,n,Mariana
Exp1,23.11.20,F2,1.5,1,1,0.015,C2,20,30,38.5,74.79,4.96,50.66667,27.11.20,n,Mariana
Exp1,23.11.20,F2,1.5,1,2,0.015,C2,12,26,35,74.79,4.96,50.66667,27.11.20,n,Mariana
Exp1,23.11.20,F2,1.5,1,3,0.015,C2,23,33,45,74.79,4.96,50.66667,27.11.20,n,Mariana
Exp1,23.11.20,F2,1.5,2,1,0.015,C2,12,26,38,82.88,5.1,26,27.11.20,n,Mariana
Exp1,23.11.20,F2,1.5,2,2,0.015,C2,17,21,36.5,82.88,5.1,26,27.11.20,n,Mariana
Exp1,23.11.20,F2,1.5,2,3,0.015,C2,19.5,29,38.5,82.88,5.1,26,27.11.20,n,Mariana
Exp1,23.11.20,F2,1.5,3,1,0.015,C2,18,28,39,80.49,5.03,41.66667,27.11.20,n,Mariana
Exp1,23.11.20,F2,1.5,3,2,0.015,C2,19,29,39,80.49,5.03,41.66667,27.11.20,n,Mariana
Exp1,23.11.20,F2,1.5,3,3,0.015,C2,18,27,36,80.49,5.03,41.66667,27.11.20,n,Mariana
Exp1,23.11.20,F2,1.5,3,4,0.015,C2,21,32.5,42,80.49,5.03,41.66667,27.11.20,n,Mariana
Exp1,23.11.20,F2,0.015,4,1,1.5,C4,16,25,36.5,63.01,4.61,36.33333,27.11.20,n,Mariana
Exp1,23.11.20,F2,0.015,4,2,1.5,C4,15,24,33.5,63.01,4.61,36.33333,27.11.20,n,Mariana
Exp1,23.11.20,F2,0.015,4,3,1.5,C4,18,31,41,63.01,4.61,36.33333,27.11.20,n,Mariana
Exp1,23.11.20,F2,0.015,5,1,1.5,C4,16,21,37,69.71,4.72,37.33333,27.11.20,n,Mariana
Exp1,23.11.20,F2,0.015,5,2,1.5,C4,16.5,30,39,69.71,4.72,37.33333,27.11.20,n,Mariana
Exp1,23.11.20,F2,0.015,5,3,1.5,C4,16,23,36,69.71,4.72,37.33333,27.11.20,n,Mariana
Exp1,23.11.20,F2,0.015,6,1,1.5,C4,12,23,30,68.36,4.72,27.33333,27.11.20,n,Mariana
Exp1,23.11.20,F2,0.015,6,2,1.5,C4,14,23,35.5,68.36,4.72,27.33333,27.11.20,n,Mariana
Exp1,23.11.20,F2,0.015,6,3,1.5,C4,17.5,30,42,68.36,4.72,27.33333,27.11.20,n,Mariana
Exp1,23.11.20,F2,0.015,6,4,1.5,C4,14,25,39,68.36,4.72,27.33333,27.11.20,n,Mariana
Exp1,23.11.20,F2,0.015,4,1,0.015,C3,16.5,26,35,63.01,4.61,36.33333,27.11.20,n,Mariana
Exp1,23.11.20,F2,0.015,4,2,0.015,C3,13,22,31,63.01,4.61,36.33333,27.11.20,n,Mariana
Exp1,23.11.20,F2,0.015,4,3,0.015,C3,15.5,25,34,63.01,4.61,36.33333,27.11.20,n,Mariana
Exp1,23.11.20,F2,0.015,5,1,0.015,C3,12.5,20,29,69.71,4.72,37.33333,27.11.20,n,Mariana
Exp1,23.11.20,F2,0.015,5,2,0.015,C3,14,24,31,69.71,4.72,37.33333,27.11.20,n,Mariana
Exp1,23.11.20,F2,0.015,5,3,0.015,C3,14.5,24,32.5,69.71,4.72,37.33333,27.11.20,n,Mariana
Exp1,23.11.20,F2,0.015,6,1,0.015,C3,12,29,38,68.36,4.72,27.33333,27.11.20,n,Mariana
Exp1,23.11.20,F2,0.015,6,2,0.015,C3,14.5,26,35,68.36,4.72,27.33333,27.11.20,n,Mariana
Exp1,23.11.20,F2,0.015,6,3,0.015,C3,12,22,30.5,68.36,4.72,27.33333,27.11.20,n,Mariana
Exp1,23.11.20,F2,0.015,6,4,0.015,C3,14,23,32.5,68.36,4.72,27.33333,27.11.20,n,Mariana
Exp1,23.11.20,F3,1.5,1,1,1.5,C1,20,31.5,48,75.16,5,23,01.12.20,n,Mariana
Exp1,23.11.20,F3,1.5,1,2,1.5,C1,23,33,49.5,75.16,5,23,01.12.20,n,Mariana
Exp1,23.11.20,F3,1.5,1,3,1.5,C1,22.5,35,51,75.16,5,23,01.12.20,n,Mariana
Exp1,23.11.20,F3,1.5,2,1,1.5,C1,22,31,48,88.9,5.25,28,01.12.20,n,Mariana
Exp1,23.11.20,F3,1.5,2,2,1.5,C1,28,38,52,88.9,5.25,28,01.12.20,n,Mariana
Exp1,23.11.20,F3,1.5,2,3,1.5,C1,22.5,33,49,88.9,5.25,28,01.12.20,n,Mariana
Exp1,23.11.20,F3,1.5,3,1,1.5,C1,28.5,37.5,NA,89.91,5.28,40.5,01.12.20,n,Mariana
Exp1,23.11.20,F3,1.5,3,2,1.5,C1,20.5,29.5,44.5,89.91,5.28,40.5,01.12.20,n,Mariana
Exp1,23.11.20,F3,1.5,3,3,1.5,C1,22,31,45,89.91,5.28,40.5,01.12.20,n,Mariana
Exp1,23.11.20,F3,1.5,3,4,1.5,C1,22,36,50,89.91,5.28,40.5,01.12.20,n,Mariana
Exp1,23.11.20,F3,1.5,1,1,0.015,C2,15,20.5,32,77.52,4.85,16.5,01.12.20,n,Mariana
Exp1,23.11.20,F3,1.5,1,2,0.015,C2,16,24,38,77.52,4.85,16.5,01.12.20,n,Mariana
Exp1,23.11.20,F3,1.5,1,3,0.015,C2,15,21.5,35,77.52,4.85,16.5,01.12.20,n,Mariana
Exp1,23.11.20,F3,1.5,2,1,0.015,C2,15,20,34,66.06,4.69,23.5,01.12.20,n,Mariana
Exp1,23.11.20,F3,1.5,2,2,0.015,C2,16,21,35,66.06,4.69,23.5,01.12.20,n,Mariana
Exp1,23.11.20,F3,1.5,2,3,0.015,C2,16,22.5,37,66.06,4.69,23.5,01.12.20,n,Mariana
Exp1,23.11.20,F3,1.5,3,1,0.015,C2,13.5,19,35,68.39,4.7,19,01.12.20,n,Mariana
Exp1,23.11.20,F3,1.5,3,2,0.015,C2,14,19,33.5,68.39,4.7,19,01.12.20,n,Mariana
Exp1,23.11.20,F3,1.5,3,3,0.015,C2,14,19,32.5,68.39,4.7,19,01.12.20,n,Mariana
Exp1,23.11.20,F3,1.5,3,4,0.015,C2,17,23,37,68.39,4.7,19,01.12.20,n,Mariana
Exp1,23.11.20,F3,0.015,4,1,0.015,C3,20,29,44.5,78.71,5.05,30,01.12.20,n,Mariana
Exp1,23.11.20,F3,0.015,4,2,0.015,C3,19.5,27,41,78.71,5.05,30,01.12.20,n,Mariana
Exp1,23.11.20,F3,0.015,4,3,0.015,C3,21.5,28.5,42.5,78.71,5.05,30,01.12.20,n,Mariana
Exp1,23.11.20,F3,0.015,5,1,0.015,C3,20,27.5,40.5,103.7,5.49,21,01.12.20,n,Mariana
Exp1,23.11.20,F3,0.015,5,2,0.015,C3,18,25,39.5,103.7,5.49,21,01.12.20,n,Mariana
Exp1,23.11.20,F3,0.015,5,3,0.015,C3,17,22,35.5,103.7,5.49,21,01.12.20,n,Mariana
Exp1,23.11.20,F3,0.015,6,1,0.015,C3,14,19,35,80.15,5.06,25,01.12.20,n,Mariana
Exp1,23.11.20,F3,0.015,6,2,0.015,C3,16.5,19,38.5,80.15,5.06,25,01.12.20,n,Mariana
Exp1,23.11.20,F3,0.015,6,3,0.015,C3,19.5,25.5,41,80.15,5.06,25,01.12.20,n,Mariana
Exp1,23.11.20,F3,0.015,6,4,0.015,C3,17,23.5,36.5,80.15,5.06,25,01.12.20,n,Mariana
Exp1,23.11.20,F3,0.015,4,1,1.5,C4,15,23,37.5,88.73,5.25,32.5,01.12.20,n,Mariana
Exp1,23.11.20,F3,0.015,4,2,1.5,C4,19,23,43.5,88.73,5.25,32.5,01.12.20,n,Mariana
Exp1,23.11.20,F3,0.015,4,3,1.5,C4,23.5,31.5,49,88.73,5.25,32.5,01.12.20,n,Mariana
Exp1,23.11.20,F3,0.015,5,1,1.5,C4,20.5,30.5,47.5,93.29,5.32,25,01.12.20,n,Mariana
Exp1,23.11.20,F3,0.015,5,2,1.5,C4,19.5,27,41,93.29,5.32,25,01.12.20,n,Mariana
Exp1,23.11.20,F3,0.015,5,3,1.5,C4,23.5,35,50.5,93.29,5.32,25,01.12.20,n,Mariana
Exp1,23.11.20,F3,0.015,6,1,1.5,C4,18.5,25,42.5,89.91,5.25,43.5,01.12.20,n,Mariana
Exp1,23.11.20,F3,0.015,6,2,1.5,C4,25,33.5,NA,89.91,5.25,43.5,01.12.20,n,Mariana
Exp1,23.11.20,F3,0.015,6,3,1.5,C4,24,31,46,89.91,5.25,43.5,01.12.20,n,Mariana
Exp1,23.11.20,F3,0.015,6,4,1.5,C4,22.5,30.5,46,89.91,5.25,43.5,01.12.20,n,Mariana
Exp2,14.12.20,F2,1.5,7,1,1.5,C1,21.5,32,40,94.32,5.33,37.3333333333333,20.12.20,n,Mariana
Exp2,14.12.20,F2,1.5,7,2,1.5,C1,23,35,45,94.32,5.33,37.3333333333333,20.12.20,n,Mariana
Exp2,14.12.20,F2,1.5,8,1,1.5,C1,15.5,26,37,87.46,5.23,37.3333333333333,20.12.20,n,Mariana
Exp2,14.12.20,F2,1.5,8,2,1.5,C1,15,25,39,87.46,5.23,37.3333333333333,20.12.20,n,Mariana
Exp2,14.12.20,F2,1.5,8,3,1.5,C1,18,29,39,87.46,5.23,37.3333333333333,20.12.20,n,Mariana
Exp2,14.12.20,F2,1.5,9,1,1.5,C1,14,24.5,35.5,86.64,5.21,42.6666666666667,20.12.20,n,Mariana
Exp2,14.12.20,F2,1.5,9,2,1.5,C1,14,22,32,86.64,5.21,42.6666666666667,20.12.20,n,Mariana
Exp2,14.12.20,F2,1.5,9,3,1.5,C1,13.5,21,31.5,86.64,5.21,42.6666666666667,20.12.20,n,Mariana
Exp2,14.12.20,F2,1.5,9,4,1.5,C1,16,27,41,86.64,5.21,42.6666666666667,20.12.20,n,Mariana
Exp2,14.12.20,F2,0.015,10,1,1.5,C4,17,26.5,38.5,77.37,5.06,33.6666666666667,20.12.20,n,Mariana
Exp2,14.12.20,F2,0.015,10,2,1.5,C4,12,20,30.5,77.37,5.06,33.6666666666667,20.12.20,n,Mariana
Exp2,14.12.20,F2,0.015,10,3,1.5,C4,12.5,23,39,77.37,5.06,33.6666666666667,20.12.20,n,Mariana
Exp2,14.12.20,F2,0.015,11,1,1.5,C4,13,23,34,84.62,5.19,47.3333333333333,20.12.20,n,Mariana
Exp2,14.12.20,F2,0.015,11,2,1.5,C4,16,26,39,84.62,5.19,47.3333333333333,20.12.20,n,Mariana
Exp2,14.12.20,F2,0.015,11,3,1.5,C4,13,20,34,84.62,5.19,47.3333333333333,20.12.20,n,Mariana
Exp2,14.12.20,F2,0.015,12,1,1.5,C4,15.5,28,38,86.98,5.24,47.6666666666667,20.12.20,n,Mariana
Exp2,14.12.20,F2,0.015,12,2,1.5,C4,16,28,40,86.98,5.24,47.6666666666667,20.12.20,n,Mariana
Exp2,14.12.20,F2,0.015,12,3,1.5,C4,18,29.5,40,86.98,5.24,47.6666666666667,20.12.20,n,Mariana
Exp2,14.12.20,F2,0.015,12,4,1.5,C4,12,19,31,86.98,5.24,47.6666666666667,20.12.20,n,Mariana
Exp2,14.12.20,F2,0.015,10,1,0.015,C3,16,23,33,77.37,5.06,33.6666666666667,20.12.20,n,Mariana
Exp2,14.12.20,F2,0.015,10,2,0.015,C3,13,22,31,77.37,5.06,33.6666666666667,20.12.20,n,Mariana
Exp2,14.12.20,F2,0.015,10,3,0.015,C3,13,19,28,77.37,5.06,33.6666666666667,20.12.20,n,Mariana
Exp2,14.12.20,F2,0.015,11,1,0.015,C3,19,21,28.5,84.62,5.19,47.3333333333333,20.12.20,n,Mariana
Exp2,14.12.20,F2,0.015,11,2,0.015,C3,14.5,20.5,30,84.62,5.19,47.3333333333333,20.12.20,n,Mariana
Exp2,14.12.20,F2,0.015,11,3,0.015,C3,14,19,28.5,84.62,5.19,47.3333333333333,20.12.20,n,Mariana
Exp2,14.12.20,F2,0.015,12,1,0.015,C3,11.5,18,26,86.98,5.24,47.6666666666667,20.12.20,n,Mariana
Exp2,14.12.20,F2,0.015,12,2,0.015,C3,12,20,29,86.98,5.24,47.6666666666667,20.12.20,n,Mariana
Exp2,14.12.20,F2,0.015,12,3,0.015,C3,15,22.5,31.5,86.98,5.24,47.6666666666667,20.12.20,n,Mariana
Exp2,14.12.20,F2,0.015,12,4,0.015,C3,13,19,29,86.98,5.24,47.6666666666667,20.12.20,n,Mariana
Exp2,14.12.20,F2,1.5,7,1,0.015,C2,17,25.5,35.5,94.32,5.33,37.3333333333333,20.12.20,n,Mariana
Exp2,14.12.20,F2,1.5,7,2,0.015,C2,15.5,25,36,94.32,5.33,37.3333333333333,20.12.20,n,Mariana
Exp2,14.12.20,F2,1.5,7,3,0.015,C2,16,23.5,34,94.32,5.33,37.3333333333333,20.12.20,n,Mariana
Exp2,14.12.20,F2,1.5,8,1,0.015,C2,13.5,22.5,34,87.46,5.23,37.3333333333333,20.12.20,n,Mariana
Exp2,14.12.20,F2,1.5,8,2,0.015,C2,14.5,25,35,87.46,5.23,37.3333333333333,20.12.20,n,Mariana
Exp2,14.12.20,F2,1.5,8,3,0.015,C2,12,18.5,28.5,87.46,5.23,37.3333333333333,20.12.20,n,Mariana
Exp2,14.12.20,F2,1.5,9,1,0.015,C2,15,24.5,34.5,86.64,5.21,42.6666666666667,20.12.20,n,Mariana
Exp2,14.12.20,F2,1.5,9,2,0.015,C2,16,26,36.5,86.64,5.21,42.6666666666667,20.12.20,n,Mariana
Exp2,14.12.20,F2,1.5,9,3,0.015,C2,15,22.5,36.5,86.64,5.21,42.6666666666667,20.12.20,n,Mariana
Exp2,14.12.20,F2,1.5,9,4,0.015,C2,12,18.5,26,86.64,5.21,42.6666666666667,20.12.20,n,Mariana
Exp2,14.12.20,F3,1.5,7,1,1.5,C1,15.5,22.5,40,86.76,5.27,51.6666666666667,20.12.20,n,Mariana
Exp2,14.12.20,F3,1.5,7,2,1.5,C1,19.5,34,46.5,86.76,5.27,51.6666666666667,24.12.20,n,Mariana
Exp2,14.12.20,F3,1.5,7,3,1.5,C1,16,30,43,86.76,5.27,51.6666666666667,24.12.20,n,Mariana
Exp2,14.12.20,F3,1.5,8,1,1.5,C1,14,27,40,91,5.3,39,24.12.20,n,Mariana
Exp2,14.12.20,F3,1.5,8,2,1.5,C1,15.5,28,40,91,5.3,39,24.12.20,n,Mariana
Exp2,14.12.20,F3,1.5,8,3,1.5,C1,14,23,38,91,5.3,39,24.12.20,n,Mariana
Exp2,14.12.20,F3,1.5,9,1,1.5,C1,14,26.5,38.5,93.48,5.36,37.3333333333333,24.12.20,n,Mariana
Exp2,14.12.20,F3,1.5,9,2,1.5,C1,13,25.5,42,93.48,5.36,37.3333333333333,24.12.20,n,Mariana
Exp2,14.12.20,F3,1.5,9,3,1.5,C1,15.5,22.5,42,93.48,5.36,37.3333333333333,24.12.20,n,Mariana
Exp2,14.12.20,F3,1.5,9,4,1.5,C1,15,29,42.5,93.48,5.36,37.3333333333333,24.12.20,n,Mariana
Exp2,14.12.20,F3,1.5,7,1,0.015,C2,11,21,33,91.65,5.31,46.3333333333333,24.12.20,n,Mariana
Exp2,14.12.20,F3,1.5,7,2,0.015,C2,11,20,30.5,91.65,5.31,46.3333333333333,24.12.20,n,Mariana
Exp2,14.12.20,F3,1.5,7,3,0.015,C2,12,22,31,91.65,5.31,46.3333333333333,24.12.20,n,Mariana
Exp2,14.12.20,F3,1.5,8,1,0.015,C2,12,20,33,89.55,5.29,35.3333333333333,24.12.20,n,Mariana
Exp2,14.12.20,F3,1.5,8,2,0.015,C2,10,17.5,29,89.55,5.29,35.3333333333333,24.12.20,n,Mariana
Exp2,14.12.20,F3,1.5,8,3,0.015,C2,12,23.5,35,89.55,5.29,35.3333333333333,24.12.20,n,Mariana
Exp2,14.12.20,F3,1.5,9,1,0.015,C2,12,20,31.5,86.75,5.22,39.6666666666667,24.12.20,n,Mariana
Exp2,14.12.20,F3,1.5,9,2,0.015,C2,13,21.5,36.5,86.75,5.22,39.6666666666667,24.12.20,n,Mariana
Exp2,14.12.20,F3,1.5,9,3,0.015,C2,10.5,20,31,86.75,5.22,39.6666666666667,24.12.20,n,Mariana
Exp2,14.12.20,F3,1.5,9,4,0.015,C2,14,23,33.5,86.75,5.22,39.6666666666667,24.12.20,n,Mariana
Exp2,14.12.20,F3,0.015,10,1,0.015,C3,11,18.5,32.5,92.65,5.33,37.75,24.12.20,n,Mariana
Exp2,14.12.20,F3,0.015,10,2,0.015,C3,14,24,34,92.65,5.33,37.75,24.12.20,n,Mariana
Exp2,14.12.20,F3,0.015,10,3,0.015,C3,13,24.5,35,92.65,5.33,37.75,24.12.20,n,Mariana
Exp2,14.12.20,F3,0.015,11,1,0.015,C3,11,20,32,91.57,5.27,36,24.12.20,n,Mariana
Exp2,14.12.20,F3,0.015,11,2,0.015,C3,15,24,33,91.57,5.27,36,24.12.20,n,Mariana
Exp2,14.12.20,F3,0.015,11,3,0.015,C3,13,21,32,91.57,5.27,36,24.12.20,n,Mariana
Exp2,14.12.20,F3,0.015,12,1,0.015,C3,15.5,26.5,39,89.46,5.24,40,24.12.20,n,Mariana
Exp2,14.12.20,F3,0.015,12,2,0.015,C3,14,23,39,89.46,5.24,40,24.12.20,n,Mariana
Exp2,14.12.20,F3,0.015,12,3,0.015,C3,15.5,27,39,89.46,5.24,40,24.12.20,n,Mariana
Exp2,14.12.20,F3,0.015,12,4,0.015,C3,15,24.5,36,89.46,5.24,40,24.12.20,n,Mariana
Exp2,14.12.20,F3,0.015,10,1,1.5,C4,12,23,42,91.83,5.32,39.5,24.12.20,n,Mariana
Exp2,14.12.20,F3,0.015,10,2,1.5,C4,16.5,30,42,91.83,5.32,39.5,24.12.20,n,Mariana
Exp2,14.12.20,F3,0.015,10,3,1.5,C4,15.5,30,41,91.83,5.32,39.5,24.12.20,n,Mariana
Exp2,14.12.20,F3,0.015,11,1,1.5,C4,17,32,43.5,97.9,5.41,42.3333333333333,24.12.20,n,Mariana
Exp2,14.12.20,F3,0.015,11,2,1.5,C4,18,32,43.5,97.9,5.41,42.3333333333333,24.12.20,n,Mariana
Exp2,14.12.20,F3,0.015,11,3,1.5,C4,17.5,30,44,97.9,5.41,42.3333333333333,24.12.20,n,Mariana
Exp2,14.12.20,F3,0.015,12,1,1.5,C4,13,24,33.5,99.61,5.43,36.3333333333333,24.12.20,n,Mariana
Exp2,14.12.20,F3,0.015,12,2,1.5,C4,13.5,22,35,99.61,5.43,36.3333333333333,24.12.20,n,Mariana
Exp2,14.12.20,F3,0.015,12,3,1.5,C4,14,26,38,99.61,5.43,36.3333333333333,24.12.20,n,Mariana
Exp2,14.12.20,F3,0.015,12,4,1.5,C4,13,22.5,39.5,99.61,5.43,36.3333333333333,24.12.20,n,Mariana
Exp3,12.01.21,F2,1.5,13,1,1.5,C1,22.5,32,44,92.09,5.35,38,19.01.21,n,Mariana
Exp3,12.01.21,F2,1.5,13,2,1.5,C1,25,38,50,92.09,5.35,38,19.01.21,n,Mariana
Exp3,12.01.21,F2,1.5,13,3,1.5,C1,25,39,49,92.09,5.35,38,19.01.21,n,Mariana
Exp3,12.01.21,F2,1.5,14,1,1.5,C1,24,35,45.5,93.81,5.36,41,19.01.21,n,Mariana
Exp3,12.01.21,F2,1.5,14,2,1.5,C1,22,35,49,93.81,5.36,41,19.01.21,n,Mariana
Exp3,12.01.21,F2,1.5,14,3,1.5,C1,21,33,47,93.81,5.36,41,19.01.21,n,Mariana
Exp3,12.01.21,F2,1.5,15,1,1.5,C1,22.5,34.5,46,95.1,5.37,44.3333333333333,19.01.21,n,Mariana
Exp3,12.01.21,F2,1.5,15,2,1.5,C1,17.5,29,39,95.1,5.37,44.3333333333333,19.01.21,n,Mariana
Exp3,12.01.21,F2,1.5,15,3,1.5,C1,21,32,44,95.1,5.37,44.3333333333333,19.01.21,n,Mariana
Exp3,12.01.21,F2,1.5,15,4,1.5,C1,23,34.5,45,95.1,5.37,44.3333333333333,19.01.21,n,Mariana
Exp3,12.01.21,F2,1.5,13,1,0.015,C2,21,31,41,92.09,5.35,38,19.01.21,n,Mariana
Exp3,12.01.21,F2,1.5,13,2,0.015,C2,20.5,31.5,41.5,92.09,5.35,38,19.01.21,n,Mariana
Exp3,12.01.21,F2,1.5,13,3,0.015,C2,19,29,40.5,92.09,5.35,38,19.01.21,n,Mariana
Exp3,12.01.21,F2,1.5,14,1,0.015,C2,19,30,39,93.81,5.36,41,19.01.21,n,Mariana
Exp3,12.01.21,F2,1.5,14,2,0.015,C2,21,32,43,93.81,5.36,41,19.01.21,n,Mariana
Exp3,12.01.21,F2,1.5,14,3,0.015,C2,18.5,28,37,93.81,5.36,41,19.01.21,n,Mariana
Exp3,12.01.21,F2,1.5,15,1,0.015,C2,12,22,30.5,95.1,5.37,44.3333333333333,19.01.21,n,Mariana
Exp3,12.01.21,F2,1.5,15,2,0.015,C2,14,27,33,95.1,5.37,44.3333333333333,19.01.21,n,Mariana
Exp3,12.01.21,F2,1.5,15,3,0.015,C2,21,32,40,95.1,5.37,44.3333333333333,19.01.21,n,Mariana
Exp3,12.01.21,F2,1.5,15,4,0.015,C2,15,24,34,95.1,5.37,44.3333333333333,19.01.21,n,Mariana
Exp3,12.01.21,F2,0.015,16,1,0.015,C3,18,28,33,104.5,5.55,38.3333333333333,19.01.21,n,Mariana
Exp3,12.01.21,F2,0.015,16,2,0.015,C3,16,23,32,104.5,5.55,38.3333333333333,19.01.21,n,Mariana
Exp3,12.01.21,F2,0.015,16,3,0.015,C3,13,25,39,104.5,5.55,38.3333333333333,19.01.21,n,Mariana
Exp3,12.01.21,F2,0.015,17,1,0.015,C3,15,27,39,100.3,5.47,33,19.01.21,n,Mariana
Exp3,12.01.21,F2,0.015,17,2,0.015,C3,14,25,38,100.3,5.47,33,19.01.21,n,Mariana
Exp3,12.01.21,F2,0.015,17,3,0.015,C3,13,25,35,100.3,5.47,33,19.01.21,n,Mariana
Exp3,12.01.21,F2,0.015,18,1,0.015,C3,15,26,35,99.24,5.46,38,19.01.21,n,Mariana
Exp3,12.01.21,F2,0.015,18,2,0.015,C3,16,27,37,99.24,5.46,38,19.01.21,n,Mariana
Exp3,12.01.21,F2,0.015,18,3,0.015,C3,13,20.5,33,99.24,5.46,38,19.01.21,n,Mariana
Exp3,12.01.21,F2,0.015,18,4,0.015,C3,18,28.5,38,99.24,5.46,38,19.01.21,n,Mariana
Exp3,12.01.21,F2,0.015,16,1,1.5,C4,17,28,41,104.5,5.55,38.3333333333333,19.01.21,n,Mariana
Exp3,12.01.21,F2,0.015,16,2,1.5,C4,19,33,43,104.5,5.55,38.3333333333333,19.01.21,n,Mariana
Exp3,12.01.21,F2,0.015,16,3,1.5,C4,17,29,40,104.5,5.55,38.3333333333333,19.01.21,n,Mariana
Exp3,12.01.21,F2,0.015,17,1,1.5,C4,19,30,44.5,100.3,5.47,33,19.01.21,n,Mariana
Exp3,12.01.21,F2,0.015,17,2,1.5,C4,17,25,35,100.3,5.47,33,19.01.21,n,Mariana
Exp3,12.01.21,F2,0.015,17,3,1.5,C4,20,32,44,100.3,5.47,33,19.01.21,n,Mariana
Exp3,12.01.21,F2,0.015,18,1,1.5,C4,21,33,45,99.24,5.46,38,19.01.21,n,Mariana
Exp3,12.01.21,F2,0.015,18,2,1.5,C4,14,24,37,99.24,5.46,38,19.01.21,n,Mariana
Exp3,12.01.21,F2,0.015,18,3,1.5,C4,19.5,30,40,99.24,5.46,38,19.01.21,n,Mariana
Exp3,12.01.21,F2,0.015,18,4,1.5,C4,15,23.5,35,99.24,5.46,38,19.01.21,n,Mariana
Exp3,12.01.21,F3,1.5,13,1,1.5,C1,38,NA,NA,92.67,5.37,38.6666666666667,22.01.21,n,Mariana
Exp3,12.01.21,F3,1.5,13,2,1.5,C1,36,51,NA,92.67,5.37,38.6666666666667,22.01.21,n,Mariana
Exp3,12.01.21,F3,1.5,13,3,1.5,C1,31,50.5,NA,92.67,5.37,38.6666666666667,22.01.21,n,Mariana
Exp3,12.01.21,F3,1.5,14,1,1.5,C1,36,NA,NA,93.43,5.38,50,22.01.21,n,Mariana
Exp3,12.01.21,F3,1.5,14,2,1.5,C1,33.5,NA,NA,93.43,5.38,50,22.01.21,n,Mariana
Exp3,12.01.21,F3,1.5,14,3,1.5,C1,36.5,NA,NA,93.43,5.38,50,22.01.21,n,Mariana
Exp3,12.01.21,F3,1.5,15,1,1.5,C1,36,51,NA,92.08,5.36,35.3333333333333,22.01.21,n,Mariana
Exp3,12.01.21,F3,1.5,15,2,1.5,C1,35,49,NA,92.08,5.36,35.3333333333333,22.01.21,n,Mariana
Exp3,12.01.21,F3,1.5,15,3,1.5,C1,36,NA,NA,92.08,5.36,35.3333333333333,22.01.21,n,Mariana
Exp3,12.01.21,F3,1.5,15,4,1.5,C1,33,49,NA,92.08,5.36,35.3333333333333,22.01.21,n,Mariana
Exp3,12.01.21,F3,1.5,13,1,0.015,C2,27,43,NA,91.87,5.33,31.6666666666667,22.01.21,n,Mariana
Exp3,12.01.21,F3,1.5,13,2,0.015,C2,25,48,NA,91.87,5.33,31.6666666666667,22.01.21,n,Mariana
Exp3,12.01.21,F3,1.5,13,3,0.015,C2,26,40.5,NA,91.87,5.33,31.6666666666667,22.01.21,n,Mariana
Exp3,12.01.21,F3,1.5,14,1,0.015,C2,26,47,NA,92.71,5.36,25.3333333333333,22.01.21,n,Mariana
Exp3,12.01.21,F3,1.5,14,2,0.015,C2,27,38,NA,92.71,5.36,25.3333333333333,22.01.21,n,Mariana
Exp3,12.01.21,F3,1.5,14,3,0.015,C2,31,47,NA,92.71,5.36,25.3333333333333,22.01.21,n,Mariana
Exp3,12.01.21,F3,1.5,15,1,0.015,C2,25,48,NA,92.26,5.3,34.3333333333333,22.01.21,n,Mariana
Exp3,12.01.21,F3,1.5,15,2,0.015,C2,26.5,46,NA,92.26,5.3,34.3333333333333,22.01.21,n,Mariana
Exp3,12.01.21,F3,1.5,15,3,0.015,C2,23,42,NA,92.26,5.3,34.3333333333333,22.01.21,n,Mariana
Exp3,12.01.21,F3,1.5,15,4,0.015,C2,24,48,NA,92.26,5.3,34.3333333333333,22.01.21,n,Mariana
Exp3,12.01.21,F3,0.015,16,1,0.015,C3,24.5,41,NA,94.82,5.39,40.75,22.01.21,n,Mariana
Exp3,12.01.21,F3,0.015,16,2,0.015,C3,29,44,NA,94.82,5.39,40.75,22.01.21,n,Mariana
